"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"ZNF107.1"	6.85364436164473e-08	0.801090858904119	0.245	0.063	0.00250850237280559	"11"	"ZNF107"
"MYADM"	7.02618580884592e-08	0.72113206242825	0.113	0.016	0.00257165426789569	"11"	"MYADM"
"NCK2.5"	7.21799948036107e-08	9.98483317243948	0.491	0.217	0.00264185998980696	"11"	"NCK2"
"MIDN.1"	7.57812407038522e-08	0.440997824536916	0.189	0.04	0.00277366919100169	"11"	"MIDN"
"TTTY14.9"	7.67874854737935e-08	-20.5710315612816	0.208	0.601	0.00281049875582632	"11"	"TTTY14"
"MYO5C.9"	7.76625849323993e-08	-9.2271467745028	0.132	0.529	0.00284252827111075	"11"	"MYO5C"
"RORA.8"	8.00151371683851e-08	-406.549983306334	0.415	0.794	0.00292863403550006	"11"	"RORA"
"MMP24.8"	8.34238167771979e-08	-4.95611706438378	0.132	0.532	0.00305339511786222	"11"	"MMP24"
"GALM"	8.71517579894535e-08	0.398029456822746	0.113	0.016	0.00318984149417199	"11"	"GALM"
"SYNDIG1.8"	8.72097160520006e-08	-25.2292170550717	0.038	0.407	0.00319196281721927	"11"	"SYNDIG1"
"IL16.9"	8.76174076024054e-08	-9.74847298496213	0.17	0.547	0.00320688473565564	"11"	"IL16"
"WASHC4.4"	8.94294721392254e-08	1.57703931399364	0.509	0.235	0.00327320810976779	"11"	"WASHC4"
"MCTP1.11"	9.08383669689442e-08	-37.2494002612618	0.34	0.665	0.00332477506943033	"11"	"MCTP1"
"PRKCA.9"	9.6159462701109e-08	-66.0739358655049	0.34	0.114	0.00351953249432329	"11"	"PRKCA"
"NALCN.7"	9.79151543520377e-08	-28.4729035544753	0.057	0.423	0.00358379256443893	"11"	"NALCN"
"ADAMTSL4-AS1.3"	9.97865712048464e-08	4.60139772484704	0.302	0.096	0.00365228829266858	"11"	"ADAMTSL4-AS1"
"PLXNA2.9"	1.06638194829694e-07	-12.7446596001381	0.075	0.44	0.00390306456896162	"11"	"PLXNA2"
"CELF4.9"	1.0668135332613e-07	-12.9242172382035	0.132	0.535	0.0039046442130897	"11"	"CELF4"
"ADGRL3.8"	1.07230222693427e-07	-193.025267381023	0.189	0.554	0.00392473338080213	"11"	"ADGRL3"
"OXNAD1.5"	1.10034913777027e-07	5.41532416275681	0.302	0.094	0.00402738787915296	"11"	"OXNAD1"
"CLVS2.9"	1.10307128950539e-07	-12.8754782232887	0.038	0.403	0.00403735122671867	"11"	"CLVS2"
"TPK1.3"	1.15858377371387e-07	-8.31233715149006	0.321	0.102	0.00424053247017015	"11"	"TPK1"
"FMNL2.6"	1.18740268485691e-07	-38.2753148764616	0.113	0.503	0.00434601256684479	"11"	"FMNL2"
"TSPOAP1-AS1"	1.20646112588755e-07	1.05933021747563	0.208	0.049	0.00441576836686101	"11"	"TSPOAP1-AS1"
"VMP1.6"	1.21523241763658e-07	12.6225379711417	0.547	0.267	0.00444787217179164	"11"	"VMP1"
"SORBS1.10"	1.21882416441181e-07	-44.1921002830446	0.075	0.446	0.00446101832416368	"11"	"SORBS1"
"PPM1H.9"	1.22207505417024e-07	-21.3273068756668	0.189	0.572	0.00447291690576851	"11"	"PPM1H"
"TMEM178A.10"	1.25487720669921e-07	-13.9113153174062	0.113	0.501	0.00459297606423976	"11"	"TMEM178A"
"XKR6.9"	1.28142767154335e-07	-22.8140560553196	0.245	0.627	0.0046901534206158	"11"	"XKR6"
"BICD1.10"	1.30928150981905e-07	-102.772415240183	0.321	0.674	0.00479210125408871	"11"	"BICD1"
"CACNB2.10"	1.32447532912527e-07	-31.4902493694313	0.151	0.522	0.00484771215213139	"11"	"CACNB2"
"TTN.1"	1.33806916104027e-07	-16.7883582329944	0.113	0.017	0.00489746693632347	"11"	"TTN"
"NEAT1.8"	1.37949837677807e-07	-34.2216415852249	0.604	0.342	0.0050491020088454	"11"	"NEAT1"
"KCNAB2.1"	1.38734996527706e-07	0.826722883392889	0.34	0.112	0.00507783960791055	"11"	"KCNAB2"
"HECW2.10"	1.39076692621182e-07	-12.1816861249805	0.075	0.448	0.00509034602662788	"11"	"HECW2"
"USP25.6"	1.41523079512451e-07	-14.2312301244033	0.547	0.254	0.00517988623323523	"11"	"USP25"
"CDON.9"	1.5064746259698e-07	-8.64345709143796	0.094	0.465	0.00551384777851208	"11"	"CDON"
"GGNBP2.1"	1.53609229986865e-07	1.15113481626881	0.491	0.21	0.00562225142674926	"11"	"GGNBP2"
"FMNL1"	1.55326177176085e-07	0.251141463758851	0.151	0.028	0.00568509341082188	"11"	"FMNL1"
"ABCA5.10"	1.55416131022768e-07	-13.3762209345914	0.245	0.585	0.00568838581156431	"11"	"ABCA5"
"DAB2IP.9"	1.58716549972307e-07	-8.55553129932594	0.094	0.476	0.0058091844455364	"11"	"DAB2IP"
"SATB1-AS1.1"	1.60384084092127e-07	-8.3987849177965	0.132	0.022	0.00587021786185592	"11"	"SATB1-AS1"
"FUT9.6"	1.62289769595159e-07	-42.9074345555856	0.113	0.486	0.00593996785695241	"11"	"FUT9"
"IL6ST.5"	1.63191155227339e-07	12.4192279094262	0.302	0.097	0.00597295947247583	"11"	"IL6ST"
"SLC4A7.5"	1.6374901856958e-07	11.3644431929511	0.34	0.113	0.00599337782866519	"11"	"SLC4A7"
"DENND5B.7"	1.66223260264095e-07	-67.4410762971173	0.17	0.56	0.00608393754892613	"11"	"DENND5B"
"WSCD2.10"	1.66438506246079e-07	-7.14081404892857	0.057	0.415	0.00609181576711273	"11"	"WSCD2"
"AKAP12.8"	1.70005140170469e-07	-9.87013651906872	0.113	0.508	0.00622235813537932	"11"	"AKAP12"
"PTPN6"	1.72303834344064e-07	0.309850136313366	0.132	0.022	0.0063064926408271	"11"	"PTPN6"
"PTPRN2.9"	1.75907960950514e-07	-14.3499199490784	0.075	0.464	0.00643840727874977	"11"	"PTPRN2"
"OSBP2.11"	1.7786925525951e-07	-12.9763617543743	0.151	0.517	0.00651019261175334	"11"	"OSBP2"
"TSPAN5.10"	1.7953107074552e-07	-35.215017496376	0.34	0.651	0.00657101672035679	"11"	"TSPAN5"
"PTPRG.7"	1.85013607876784e-07	-37.3910742043132	0.151	0.512	0.00677168306189817	"11"	"PTPRG"
"MTHFD1L.10"	1.89745592376289e-07	-14.3997822883276	0.189	0.547	0.00694487842656454	"11"	"MTHFD1L"
"ANK1.9"	1.95709764035179e-07	-7.66631062996057	0.075	0.438	0.0071631730734516	"11"	"ANK1"
"TLL1.11"	1.96356071016607e-07	-15.5892087636895	0.094	0.467	0.00718682855527885	"11"	"TLL1"
"DNM1.9"	2.14266910960555e-07	-4.43156034057937	0.17	0.525	0.00784238320806726	"11"	"DNM1"
"SV2B.11"	2.20240746667157e-07	-19.4051540602781	0.189	0.536	0.00806103156876462	"11"	"SV2B"
"CPQ.5"	2.29226232635655e-07	-4.03065249257937	0.264	0.075	0.00838990934069763	"11"	"CPQ"
"CAB39.5"	2.34042746272321e-07	4.88604984601835	0.453	0.204	0.00856619855631324	"11"	"CAB39"
"DDX3Y.2"	2.47214530507492e-07	0.598807935921516	0.34	0.115	0.00904829903110471	"11"	"DDX3Y"
"CCDC144A.8"	2.59753178758356e-07	-8.96711222322589	0.151	0.51	0.00950722609573458	"11"	"CCDC144A"
"PBX4.3"	2.61784974347979e-07	-2.99502356655616	0.189	0.042	0.00958159184611039	"11"	"PBX4"
"SARAF.1"	2.63162724145777e-07	1.86439338474491	0.321	0.105	0.00963201886645959	"11"	"SARAF"
"ANK3.8"	2.69136422704993e-07	-36.6415939372494	0.358	0.765	0.00985066220742547	"11"	"ANK3"
"MT-ND5.6"	2.77965575976696e-07	2.4758289015438	0.434	0.168	0.010173818046323	"11"	"MT-ND5"
"MEIS1.7"	2.84404927733524e-07	-24.5839415883131	0.075	0.432	0.0104095047599747	"11"	"MEIS1"
"GRIN2A.11"	2.87332116617585e-07	-19.9076344764745	0.151	0.535	0.0105166428003202	"11"	"GRIN2A"
"PLCXD3.8"	2.92921356410965e-07	-22.4793423732301	0.075	0.438	0.0107212145659977	"11"	"PLCXD3"
"SEPTIN6.3"	2.95439294827402e-07	1.50385796010001	0.377	0.137	0.0108133736299777	"11"	"SEPTIN6"
"RFFL.5"	2.96955992308521e-07	-24.6104319103517	0.321	0.102	0.0108688862744842	"11"	"RFFL"
"SHROOM3.9"	3.02136209694793e-07	-16.9231823724457	0.038	0.393	0.0110584874110391	"11"	"SHROOM3"
"HIPK2.8"	3.02885746610571e-07	-17.6312859496451	0.434	0.17	0.0110859212116935	"11"	"HIPK2"
"CCNL1.5"	3.05420447532337e-07	6.06060621636365	0.509	0.252	0.0111786938001311	"11"	"CCNL1"
"AC016821.1.10"	3.10255247652833e-07	-6.00341191313714	0.038	0.386	0.0113556523193414	"11"	"AC016821.1"
"NRG1.9"	3.1040734848329e-07	-103.952709048305	0.113	0.456	0.0113612193618369	"11"	"NRG1"
"NFASC.6"	3.13267892649518e-07	-15.5401790944902	0.038	0.386	0.011465918138865	"11"	"NFASC"
"TTLL7.9"	3.26834923873226e-07	-17.2799854055377	0.075	0.437	0.0119624850486839	"11"	"TTLL7"
"PER1.3"	3.34434163174086e-07	8.23131526007938	0.321	0.11	0.0122406248063347	"11"	"PER1"
"TRABD"	3.37012872027224e-07	0.284280442758578	0.189	0.042	0.0123350081290684	"11"	"TRABD"
"TNRC6A.9"	3.39971921729262e-07	-31.3789583320697	0.528	0.769	0.0124433123072127	"11"	"TNRC6A"
"FAM49B.8"	3.46730983938262e-07	-20.9134154127311	0.585	0.307	0.0126907007431243	"11"	"FAM49B"
"RB1.5"	3.51301862129508e-07	-2.56617831475967	0.585	0.323	0.0128579994558021	"11"	"RB1"
"ETV1.11"	3.54014951686392e-07	-17.8162605745678	0.113	0.469	0.0129573012466736	"11"	"ETV1"
"SETX.7"	3.58144232187863e-07	4.10892758435314	0.679	0.383	0.013108437042308	"11"	"SETX"
"AHI1.9"	3.71132521764249e-07	-21.4211625995559	0.226	0.564	0.0135838214290933	"11"	"AHI1"
"MSL3"	3.72243505968245e-07	0.923074865212603	0.151	0.03	0.0136244845619437	"11"	"MSL3"
"PRRT2.6"	3.78455440098002e-07	-3.45527523088719	0	0.337	0.013851847563027	"11"	"PRRT2"
"TSHZ2.1"	3.86664719892025e-07	-12.652176964129	0.132	0.023	0.014152315412768	"11"	"TSHZ2"
"ZBTB46.8"	3.88345598454779e-07	-4.14428294647615	0.075	0.443	0.0142138372490434	"11"	"ZBTB46"
"MYO9B.5"	4.05769811147825e-07	1.00363913441872	0.547	0.277	0.0148515808578215	"11"	"MYO9B"
"TRIO.8"	4.15278203085888e-07	-73.2762779033187	0.34	0.663	0.0151995975111466	"11"	"TRIO"
"TRHDE.11"	4.28413000112144e-07	-27.0006049800288	0.019	0.366	0.0156803442171046	"11"	"TRHDE"
"CLINT1.4"	4.4565972084707e-07	0.40361329177545	0.34	0.118	0.0163115914427236	"11"	"CLINT1"
"RORA-AS1"	4.66119035677717e-07	0.288667658266578	0.113	0.018	0.0170604228248401	"11"	"RORA-AS1"
"FGFR1.7"	4.6613871307571e-07	-3.98010173585346	0.057	0.406	0.0170611430372841	"11"	"FGFR1"
"PKD1.9"	4.72020734185673e-07	-5.15756293455629	0.189	0.527	0.0172764308919298	"11"	"PKD1"
"KCNQ1OT1.7"	4.78496221315842e-07	-26.1499932386745	0.057	0.406	0.0175134401963811	"11"	"KCNQ1OT1"
"FAM160A1.8"	4.8903549596571e-07	-22.6055547334964	0.038	0.386	0.017899188187841	"11"	"FAM160A1"
"GALNT18.9"	4.90383110072083e-07	-16.9964556776743	0.038	0.378	0.0179485122117483	"11"	"GALNT18"
"NRCAM.10"	4.93838853175204e-07	-67.0708171733434	0.132	0.477	0.0180749958650656	"11"	"NRCAM"
"AC013287.1.10"	5.34716453956604e-07	-68.4002510112734	0.057	0.403	0.0195711569312657	"11"	"AC013287.1"
"EHBP1L1"	5.46241323292864e-07	0.648667221836338	0.208	0.052	0.0199929786738421	"11"	"EHBP1L1"
"GDAP1.7"	5.69292182302807e-07	-9.59582551203299	0.038	0.382	0.0208366631644651	"11"	"GDAP1"
"LINC02798.9"	5.70205414650513e-07	-15.2498215355185	0.094	0.444	0.0208700883816234	"11"	"LINC02798"
"TRAM2"	5.71020823168337e-07	0.635830513935767	0.113	0.018	0.0208999331487843	"11"	"TRAM2"
"ARHGAP27"	6.011953061751e-07	0.33499834603024	0.151	0.03	0.0220043494013148	"11"	"ARHGAP27"
"ADAMTS18.10"	6.10100368417045e-07	-20.9155955150517	0.075	0.433	0.0223302835844323	"11"	"ADAMTS18"
"MEG8.9"	6.2394344981073e-07	-27.4097077956028	0.132	0.474	0.0228369542065225	"11"	"MEG8"
"DGKI.9"	6.29954574314726e-07	-16.417492894477	0.057	0.417	0.0230569673744933	"11"	"DGKI"
"APBA1.9"	6.60887350358861e-07	-16.7537835642938	0.057	0.403	0.0241891379104847	"11"	"APBA1"
"TMOD3.3"	7.06905913096293e-07	0.599091831613668	0.34	0.122	0.0258734633252374	"11"	"TMOD3"
"DIXDC1.6"	7.35383913688515e-07	-7.14129653791864	0.057	0.391	0.0269157866249133	"11"	"DIXDC1"
"MACROD2.9"	7.39848065437402e-07	-76.1451405357153	0.283	0.645	0.0270791790430744	"11"	"MACROD2"
"ZNF704.5"	7.8480685432062e-07	-85.656525932954	0.094	0.441	0.028724715674989	"11"	"ZNF704"
"HDAC1.2"	7.99094326828365e-07	0.584151501446179	0.113	0.018	0.029247651456245	"11"	"HDAC1"
"AC120193.1.1"	8.15214565040451e-07	1.74197501601574	0.113	0.018	0.0298376682950455	"11"	"AC120193.1"
"TAPBP"	8.20579306046679e-07	0.312092956187706	0.283	0.086	0.0300340231806145	"11"	"TAPBP"
"SLC8A2.9"	8.23236023511178e-07	-4.54602228482204	0.113	0.472	0.0301312616965326	"11"	"SLC8A2"
"IL1RAPL1.10"	8.30434170370841e-07	-91.9100607046751	0.057	0.392	0.0303947210697431	"11"	"IL1RAPL1"
"CMIP.4"	8.52685448936398e-07	-1.0248005655525	0.509	0.236	0.0312091401165211	"11"	"CMIP"
"B4GALT1.4"	9.23321167388707e-07	1.35612144341382	0.302	0.1	0.0337944780475941	"11"	"B4GALT1"
"NDRG4.6"	9.26212258882199e-07	-3.39534587642545	0.075	0.408	0.0339002948873474	"11"	"NDRG4"
"RTN1.8"	9.35162633512668e-07	-44.6346374363185	0.151	0.524	0.0342278875491972	"11"	"RTN1"
"MANBA.3"	9.57578860347323e-07	-6.24230586065713	0.453	0.201	0.0350483438675724	"11"	"MANBA"
"ARL15.6"	9.82262670715666e-07	-5.71705329998165	0.566	0.298	0.0359517960108641	"11"	"ARL15"
"CACNA2D1.7"	9.89519461925642e-07	-72.9814920219984	0.057	0.398	0.0362174018259404	"11"	"CACNA2D1"
"ACAP2.7"	1.02483150995933e-06	10.1110016818965	0.679	0.373	0.0375098580960213	"11"	"ACAP2"
"CCDC18-AS1.6"	1.06672020868224e-06	-5.16757025211791	0.377	0.148	0.0390430263579786	"11"	"CCDC18-AS1"
"ERAP1.1"	1.13881401829745e-06	0.48293039845428	0.132	0.025	0.041681731883705	"11"	"ERAP1"
"MICAL3.8"	1.18499432307383e-06	-11.6859387551125	0.34	0.684	0.0433719772188252	"11"	"MICAL3"
"PPP2R2C.7"	1.19228685311533e-06	-25.6417545005074	0.038	0.363	0.0436388911108741	"11"	"PPP2R2C"
"ELOVL5.5"	1.19918554612475e-06	-3.37842292436281	0.358	0.142	0.0438913901737121	"11"	"ELOVL5"
"CASTOR3.6"	1.20726555213264e-06	-5.45539279140696	0.245	0.58	0.0441871264736066	"11"	"CASTOR3"
"PAK2.4"	1.23574488312992e-06	-2.32667022147081	0.491	0.22	0.0452294984674381	"11"	"PAK2"
"JMJD1C.10"	1.25123856089498e-06	-71.848310531425	0.717	0.866	0.0457965825673171	"11"	"JMJD1C"
"EXOC6B.7"	1.31925808715621e-06	-19.245513669794	0.283	0.606	0.0482861652480045	"11"	"EXOC6B"
"IFNGR1"	1.3259045958802e-06	6.96093779465172	0.208	0.056	0.0485294341138113	"11"	"IFNGR1"
"MICAL2.9"	1.35433839169977e-06	-13.7968834402607	0.264	0.575	0.0495701394746032	"11"	"MICAL2"
"RAB11FIP3.7"	1.3744915837814e-06	-2.84035569350944	0.094	0.42	0.050307766457983	"11"	"RAB11FIP3"
"SHF.6"	1.4036325947373e-06	-2.39259116203055	0.038	0.36	0.05137435659998	"11"	"SHF"
"PATJ.10"	1.41020565953001e-06	-41.5343454223366	0.434	0.711	0.051614937344458	"11"	"PATJ"
"DTNBP1.1"	1.41921325747439e-06	1.17050281768041	0.17	0.039	0.0519446244368201	"11"	"DTNBP1"
"PCBP3.9"	1.43130315189504e-06	-35.1658879040464	0.189	0.511	0.0523871266625104	"11"	"PCBP3"
"UNC13D"	1.43820575452008e-06	0.414946353768106	0.132	0.025	0.0526397688211895	"11"	"UNC13D"
"ALCAM.2"	1.44213543564061e-06	-39.0404635929174	0.17	0.038	0.0527835990798818	"11"	"ALCAM"
"SRCIN1.10"	1.54573447987468e-06	-2.99520104476869	0.075	0.417	0.0565754276978933	"11"	"SRCIN1"
"CDH10.8"	1.55221739339095e-06	-38.6361651856138	0.057	0.39	0.0568127088155021	"11"	"CDH10"
"WNK2.7"	1.62959549449528e-06	-10.4125073035652	0.075	0.423	0.0596448246940218	"11"	"WNK2"
"TNS3.2"	1.68504109406797e-06	-50.9557645812221	0.226	0.064	0.0616741890839817	"11"	"TNS3"
"MTM1.2"	1.68606551664446e-06	1.48005701786415	0.264	0.083	0.061711683974704	"11"	"MTM1"
"SATB1.1"	1.6880448947554e-06	0.728715220747658	0.189	0.047	0.0617841311929424	"11"	"SATB1"
"TRA2B.6"	1.69499575877462e-06	5.40707224235313	0.547	0.26	0.0620385397669097	"11"	"TRA2B"
"OLFM3.11"	1.70005438566696e-06	-24.0614474307895	0.057	0.382	0.0622236905697964	"11"	"OLFM3"
"DAAM2.2"	1.70902235086055e-06	-6.64757829498676	0.132	0.025	0.0625519270638472	"11"	"DAAM2"
"ATP2B4.5"	1.749294648959e-06	-2.73086465006434	0.34	0.123	0.0640259334465482	"11"	"ATP2B4"
"KCNH7.9"	1.80291713612386e-06	-123.733977723613	0.038	0.354	0.0659885700992694	"11"	"KCNH7"
"BSN.8"	1.8052589391569e-06	-3.58195078932614	0.038	0.355	0.0660742824320817	"11"	"BSN"
"GCC2.4"	1.8253672557931e-06	-0.589740845187504	0.415	0.167	0.0668102669292833	"11"	"GCC2"
"RNF144A.9"	1.86067429535665e-06	-8.56386383067186	0.226	0.579	0.0681025398843486	"11"	"RNF144A"
"CAMTA1.6"	1.90773600223392e-06	-37.3889690087893	0.358	0.642	0.0698250454177636	"11"	"CAMTA1"
"FAM126A.3"	2.01585287820747e-06	9.68900296516226	0.132	0.025	0.0737822311952716	"11"	"FAM126A"
"MIER1.5"	2.0294462865496e-06	-0.544524287861485	0.377	0.144	0.0742797635340019	"11"	"MIER1"
"TRERF1.7"	2.05157404815075e-06	12.5694314732988	0.472	0.218	0.0750896617363655	"11"	"TRERF1"
"TMEM161B-AS1.9"	2.10252862967344e-06	-51.8924483563523	0.17	0.506	0.0769546503746776	"11"	"TMEM161B-AS1"
"SMIM7.3"	2.1181511471368e-06	0.824065752763661	0.434	0.18	0.0775264501363541	"11"	"SMIM7"
"NFIA.7"	2.1480486523363e-06	-194.469511706576	0.491	0.756	0.0786207287241608	"11"	"NFIA"
"TEP1"	2.18433648538639e-06	0.487917794246777	0.226	0.064	0.0799488997016272	"11"	"TEP1"
"BTG1.6"	2.18740990170676e-06	2.60920223639982	0.491	0.237	0.0800613898123691	"11"	"BTG1"
"ADD2.9"	2.29574107891742e-06	-6.17946436584733	0.075	0.415	0.0840264192294563	"11"	"ADD2"
"PBX1.5"	2.29803200401208e-06	-17.6026492759351	0.057	0.381	0.0841102693788463	"11"	"PBX1"
"GOLGA8A.7"	2.30626348016012e-06	-2.96321701734018	0.113	0.449	0.0844115496373406	"11"	"GOLGA8A"
"RIT1.1"	2.32019413200854e-06	0.643061142028197	0.189	0.047	0.0849214254256447	"11"	"RIT1"
"PTPRS.3"	2.35643275684708e-06	-19.8474331486511	0.075	0.392	0.0862477953333598	"11"	"PTPRS"
"CA5B.2"	2.40500246551877e-06	1.56144460534321	0.302	0.102	0.0880254952404525	"11"	"CA5B"
"RAPGEF4.9"	2.40767648292709e-06	-25.4584464191986	0.075	0.415	0.0881233669516144	"11"	"RAPGEF4"
"EPN2.5"	2.42607733784295e-06	-32.3663986788054	0.094	0.42	0.08879685664239	"11"	"EPN2"
"PLEKHG1.3"	2.43447489539275e-06	-8.38314947497481	0.113	0.02	0.0891042156462701	"11"	"PLEKHG1"
"ICA1L.7"	2.48463150217901e-06	-6.45218718337843	0.075	0.402	0.090939997611254	"11"	"ICA1L"
"MAP4K4.6"	2.55209150152246e-06	-32.1680601602168	0.585	0.349	0.0934091010472234	"11"	"MAP4K4"
"NAMPT.2"	2.58439929381615e-06	20.7097117143701	0.264	0.092	0.0945915985529647	"11"	"NAMPT"
"CDC42SE1"	2.69301884823931e-06	0.650852816869486	0.189	0.048	0.0985671828644069	"11"	"CDC42SE1"
"CAMK4.11"	2.71821034533798e-06	-31.4498894909052	0.377	0.731	0.0994892168497155	"11"	"CAMK4"
"DDX5.7"	2.73208184047327e-06	3.85474473970722	0.642	0.368	0.0999969274431623	"11"	"DDX5"
"CATSPER2.10"	2.78100856289795e-06	-12.1794100352603	0.189	0.497	0.101787694410628	"11"	"CATSPER2"
"TSPAN7.5"	2.89537341307808e-06	-8.12246861194379	0.038	0.346	0.105973562292071	"11"	"TSPAN7"
"ANKRD36.8"	2.9680652244725e-06	-14.0865594065345	0.321	0.648	0.108634155280918	"11"	"ANKRD36"
"TGIF2.1"	2.98948793210649e-06	-0.344276752805869	0.113	0.02	0.10941824780303	"11"	"TGIF2"
"PAK5.10"	3.0051204233061e-06	-13.6277878339781	0.151	0.457	0.109990412613427	"11"	"PAK5"
"PLA2R1.10"	3.03204293651645e-06	-8.64649240065817	0.019	0.323	0.110975803519438	"11"	"PLA2R1"
"MAP3K20.3"	3.04481629721737e-06	0.388807221857032	0.113	0.02	0.111443321294453	"11"	"MAP3K20"
"FMN2.8"	3.06918987652419e-06	-48.4822801640973	0.094	0.41	0.112335418670662	"11"	"FMN2"
"OSBPL8.5"	3.09413763758364e-06	-33.1783564705668	0.509	0.266	0.113248531673199	"11"	"OSBPL8"
"GRK3.7"	3.09770132236346e-06	-13.4718104978391	0.434	0.189	0.113378966099825	"11"	"GRK3"
"ATXN7.4"	3.10595812028505e-06	-0.781233786593095	0.377	0.156	0.113681173160553	"11"	"ATXN7"
"AP3B1.6"	3.12044997586198e-06	-12.6718860101705	0.491	0.222	0.114211589566524	"11"	"AP3B1"
"ARRB2.2"	3.15728719270912e-06	0.68675812038358	0.283	0.094	0.115559868540347	"11"	"ARRB2"
"POLB.9"	3.1590503563404e-06	-4.00702254091617	0.113	0.436	0.115624402092415	"11"	"POLB"
"ACSL1.3"	3.27754331773631e-06	-4.53080433491147	0.264	0.09	0.119961362972467	"11"	"ACSL1"
"MAPK10.8"	3.35795256727901e-06	-61.9071597483041	0.132	0.47	0.122904421914979	"11"	"MAPK10"
"DNAJC6.8"	3.36377192831017e-06	-9.95657046542567	0.057	0.371	0.12311741634808	"11"	"DNAJC6"
"MYBL1"	3.46354103594372e-06	1.35115585381223	0.113	0.021	0.126769065456576	"11"	"MYBL1"
"SGIP1.10"	3.63055359558185e-06	-28.0823651182992	0.094	0.413	0.132881892151891	"11"	"SGIP1"
"PIK3R1.5"	3.64955445998769e-06	-8.33090135295558	0.472	0.215	0.133577342790009	"11"	"PIK3R1"
"TOM1.1"	3.66866869210551e-06	1.52464151531285	0.189	0.051	0.134276942799754	"11"	"TOM1"
"ZNF483.6"	3.74907186107178e-06	-3.95663937520667	0.057	0.382	0.137219779187088	"11"	"ZNF483"
"GNAO1.7"	3.81296570365525e-06	-4.01887431037451	0.075	0.39	0.139558357719486	"11"	"GNAO1"
"EPB41L5.8"	3.81466300935625e-06	-36.010700995492	0.132	0.455	0.139620480805448	"11"	"EPB41L5"
"EML5.8"	3.97937776391746e-06	-65.138509580301	0.132	0.456	0.145649205537143	"11"	"EML5"
"LAT2"	4.014444505217e-06	0.562375055223793	0.151	0.034	0.146932683335448	"11"	"LAT2"
"AIG1.6"	4.13824512143211e-06	-6.73105420148533	0.038	0.339	0.151463909689537	"11"	"AIG1"
"LHX1-DT.9"	4.15977301940445e-06	-16.5255629111555	0.038	0.358	0.152251852283222	"11"	"LHX1-DT"
"RAB27A.3"	4.19506193301416e-06	0.364165684506474	0.34	0.127	0.153543461810251	"11"	"RAB27A"
"DECR1.2"	4.21908248643062e-06	0.654950206445805	0.226	0.067	0.154422638085847	"11"	"DECR1"
"CAP1"	4.23564834710453e-06	0.733065720190444	0.245	0.077	0.155028965152373	"11"	"CAP1"
"LRRC49.8"	4.25259454289195e-06	-7.29024345228403	0.019	0.326	0.155649212864388	"11"	"LRRC49"
"ARHGAP32.5"	4.27604021828524e-06	-18.600462362179	0.208	0.056	0.156507348029458	"11"	"ARHGAP32"
"ZNF532.5"	4.29274726937217e-06	-20.7553130648333	0.17	0.485	0.157118842806291	"11"	"ZNF532"
"STT3B.5"	4.35321355782429e-06	4.24697574870623	0.396	0.168	0.159331969429927	"11"	"STT3B"
"PPIP5K1.8"	4.53559848753001e-06	-3.99556974974635	0.038	0.338	0.166007440242086	"11"	"PPIP5K1"
"AL050309.1.4"	4.55852523809594e-06	-11.4881739129086	0.17	0.041	0.16684658223955	"11"	"AL050309.1"
"HECTD4.10"	4.56392502900483e-06	-14.4795134466077	0.528	0.765	0.167044219986606	"11"	"HECTD4"
"KNDC1.8"	4.59238628775699e-06	-1.82396956074032	0.019	0.323	0.168085930518194	"11"	"KNDC1"
"HIPK3.4"	4.69944471593178e-06	14.463164343639	0.415	0.197	0.172004376047819	"11"	"HIPK3"
"PIK3R3.8"	4.7355754078159e-06	-19.2684452411347	0.132	0.453	0.17332679550147	"11"	"PIK3R3"
"AC104964.1.6"	4.77122455345411e-06	-1.97742052525327	0.019	0.322	0.174631589880974	"11"	"AC104964.1"
"SPATA7.8"	4.77416514613081e-06	-10.2062033054016	0.075	0.385	0.174739218513534	"11"	"SPATA7"
"SETBP1.7"	4.81919120688682e-06	-39.1865287951377	0.17	0.501	0.176387217363265	"11"	"SETBP1"
"LINC01798.10"	4.89110804870333e-06	-6.32789358781824	0.038	0.336	0.179019445690591	"11"	"LINC01798"
"ORMDL1.2"	4.92227436864434e-06	0.49353402466975	0.358	0.141	0.180160164166751	"11"	"ORMDL1"
"EHBP1.7"	5.04891327705987e-06	-43.0472783621933	0.283	0.571	0.184795274853668	"11"	"EHBP1"
"FAR2.2"	5.13848523900415e-06	4.24818872661723	0.151	0.035	0.188073698232791	"11"	"FAR2"
"ADK.6"	5.16651176157327e-06	-34.1223925454252	0.642	0.385	0.189099496985343	"11"	"ADK"
"MTUS2.9"	5.19139487848714e-06	-17.8542116509449	0.094	0.409	0.190010243947508	"11"	"MTUS2"
"SYT9.10"	5.44976138753251e-06	-8.16155321106296	0.038	0.341	0.199466716545078	"11"	"SYT9"
"SH3GL3.10"	5.48183912728263e-06	-5.15187918439426	0.038	0.334	0.200640793897671	"11"	"SH3GL3"
"GARS-DT.3"	5.57705007266953e-06	-0.395217580602369	0.453	0.206	0.204125609709778	"11"	"GARS-DT"
"MYH10.8"	5.68333806656848e-06	-5.02243161481179	0.057	0.363	0.208015856574473	"11"	"MYH10"
