"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"CCDC186"	0.00539072076342895	-0.447227386456751	0.148	0.191	1	"0"	"CCDC186"
"KIF5A"	0.00540570405371823	-1.80922419615488	0.133	0.178	1	"0"	"KIF5A"
"PIKFYVE"	0.00540610188757965	-4.67409222514046	0.261	0.311	1	"0"	"PIKFYVE"
"GOLGA4"	0.00544590930841089	-5.56856676760033	0.554	0.59	1	"0"	"GOLGA4"
"MEGF11"	0.0054767619507907	-18.4609322883017	0.568	0.555	1	"0"	"MEGF11"
"TMEM62"	0.00557080014054223	-0.562685982119111	0.154	0.195	1	"0"	"TMEM62"
"CASTOR3"	0.00557418791218157	-3.41917188729207	0.552	0.581	1	"0"	"CASTOR3"
"GSTCD"	0.00560111180177925	-5.77949580882888	0.08	0.115	1	"0"	"GSTCD"
"SRSF4"	0.00563234213370164	-2.09282352020984	0.29	0.333	1	"0"	"SRSF4"
"LINC00476"	0.00564093275219271	-1.65047415665454	0.174	0.215	1	"0"	"LINC00476"
"CTNNBL1"	0.00564110698756515	-2.98204281880566	0.084	0.12	1	"0"	"CTNNBL1"
"STXBP4"	0.00565020651967425	-2.0332306093889	0.07	0.103	1	"0"	"STXBP4"
"POLR2F"	0.00569631690075433	-6.1741149754303	0.174	0.214	1	"0"	"POLR2F"
"LTA4H"	0.00571512294659326	-0.325833097185164	0.103	0.141	1	"0"	"LTA4H"
"SBNO1"	0.00571881661425489	-4.23749619805809	0.275	0.324	1	"0"	"SBNO1"
"ZNF846"	0.00574282899855257	-0.571963447035868	0.084	0.12	1	"0"	"ZNF846"
"RNF185"	0.00574408768709464	-0.351532493460038	0.083	0.119	1	"0"	"RNF185"
"PLEKHH1"	0.00574850491372334	-16.1648944903673	0.258	0.3	1	"0"	"PLEKHH1"
"LRRC37B"	0.00575690284203392	-0.365134233773643	0.199	0.247	1	"0"	"LRRC37B"
"MSL1"	0.00577560004124029	-0.254431641346698	0.114	0.155	1	"0"	"MSL1"
"SSB"	0.0057868482869407	-0.530146509200679	0.074	0.109	1	"0"	"SSB"
"PMPCB"	0.00579280269878775	-0.324456648262197	0.141	0.183	1	"0"	"PMPCB"
"C11orf58"	0.00579673179530242	-4.94039836988387	0.246	0.293	1	"0"	"C11orf58"
"GPR180"	0.00580113633369317	-0.426257973882237	0.091	0.13	1	"0"	"GPR180"
"SERGEF"	0.00583309164947333	-5.94299558398685	0.259	0.302	1	"0"	"SERGEF"
"CAPRIN1"	0.00584278376898815	-0.565730679787988	0.158	0.201	1	"0"	"CAPRIN1"
"PBRM1"	0.00584515493001297	-4.6854130957204	0.381	0.425	1	"0"	"PBRM1"
"LHPP"	0.0058737237958358	-0.263338744239763	0.081	0.117	1	"0"	"LHPP"
"TFRC"	0.00587781371232536	-0.581681562288704	0.107	0.146	1	"0"	"TFRC"
"PSMD14"	0.00588030182921175	-8.3164641218839	0.112	0.15	1	"0"	"PSMD14"
"CAMK4"	0.00588231718461624	-50.3981363553061	0.774	0.714	1	"0"	"CAMK4"
"AL049828.1"	0.00591201595103333	-13.7510940231703	0.116	0.156	1	"0"	"AL049828.1"
"AC006148.1"	0.00592864806684998	-4.70753593181728	0.11	0.148	1	"0"	"AC006148.1"
"EFTUD2"	0.0059645643089696	-0.614640527534568	0.114	0.155	1	"0"	"EFTUD2"
"NARS2"	0.00597835004799412	-1.14443405348484	0.096	0.133	1	"0"	"NARS2"
"CYB5R4"	0.00601090550584208	-1.44152830953895	0.184	0.229	1	"0"	"CYB5R4"
"CCNG2"	0.00601719238562156	-7.83292418749813	0.232	0.276	1	"0"	"CCNG2"
"SAMD8"	0.00601919685500574	-1.18391200849741	0.125	0.165	1	"0"	"SAMD8"
"TMEM161B"	0.00605365741107032	-3.8759909299548	0.181	0.224	1	"0"	"TMEM161B"
"NBDY"	0.0060766642337632	-1.11024565638925	0.138	0.18	1	"0"	"NBDY"
"OSBP"	0.00607875200243149	-0.261167512015305	0.103	0.141	1	"0"	"OSBP"
"HPRT1"	0.00609956454758662	-0.413650483894111	0.112	0.151	1	"0"	"HPRT1"
"SRPK1"	0.006099711969544	-2.88974684166019	0.165	0.204	1	"0"	"SRPK1"
"ALOX12-AS1"	0.00615171971144389	-2.80992397516427	0.135	0.175	1	"0"	"ALOX12-AS1"
"AREL1"	0.00616692815207345	-0.325781814965886	0.09	0.128	1	"0"	"AREL1"
"IST1"	0.00616734732451106	-0.916217095954474	0.186	0.231	1	"0"	"IST1"
"LARGE1"	0.00618448639407806	-5.22016844981768	0.229	0.269	1	"0"	"LARGE1"
"PPIL4"	0.00618702863370189	-0.332127879607201	0.12	0.161	1	"0"	"PPIL4"
"FMR1"	0.00618907969234898	-0.508919524748578	0.122	0.161	1	"0"	"FMR1"
"LIN54"	0.00619645355346931	-0.588691049230837	0.067	0.1	1	"0"	"LIN54"
"MED6"	0.0062393107921769	-0.276486667870935	0.086	0.122	1	"0"	"MED6"
"ZNF26"	0.00624837051007144	-0.316869512810208	0.103	0.142	1	"0"	"ZNF26"
"UGGT1"	0.00627791648062902	-1.04617441320298	0.119	0.159	1	"0"	"UGGT1"
"LRCH1"	0.00627847233754335	-11.2537684197576	0.577	0.578	1	"0"	"LRCH1"
"EIF4E3"	0.0062878175170785	-0.844017116325946	0.094	0.131	1	"0"	"EIF4E3"
"ZKSCAN7-AS1"	0.00630234544130763	-0.593875373111837	0.088	0.125	1	"0"	"ZKSCAN7-AS1"
"NPTX1"	0.00631021551496358	-0.346765380946454	0.13	0.17	1	"0"	"NPTX1"
"KCNH7"	0.00631251017742385	-107.502168321671	0.325	0.355	1	"0"	"KCNH7"
"KLHL29"	0.00635495834197139	-38.7213704876657	0.074	0.108	1	"0"	"KLHL29"
"KLHL18"	0.00636042071861305	-1.66959250242735	0.132	0.173	1	"0"	"KLHL18"
"ARIH2"	0.00642962500957515	-0.862823267253054	0.258	0.307	1	"0"	"ARIH2"
"AC097376.3"	0.00646905890126357	-2.73987123270261	0.099	0.135	1	"0"	"AC097376.3"
"FBXO33"	0.00648238735074256	-0.353284944989009	0.107	0.145	1	"0"	"FBXO33"
"CLTC"	0.00649537723107903	-3.18264276570135	0.343	0.386	1	"0"	"CLTC"
"ANAPC4"	0.00650082284362586	-1.2637609312482	0.096	0.133	1	"0"	"ANAPC4"
"SRRM2"	0.00650299176994138	-1.61359596470418	0.368	0.413	1	"0"	"SRRM2"
"PCYT1A"	0.00651573188663648	-0.620010197775537	0.113	0.152	1	"0"	"PCYT1A"
"CDS2"	0.00654619122488556	-0.572586660668006	0.159	0.202	1	"0"	"CDS2"
"FXYD6"	0.0065970189012279	-0.488881044986166	0.113	0.152	1	"0"	"FXYD6"
"SYNE2"	0.00665319552296829	-15.9666517027735	0.372	0.417	1	"0"	"SYNE2"
"ACBD3"	0.00667297325795849	-4.89674076838578	0.135	0.176	1	"0"	"ACBD3"
"PLPP4"	0.0067214685808219	-4.19442463163754	0.161	0.202	1	"0"	"PLPP4"
"LYPLA1"	0.00674825667073071	-1.25035827062951	0.106	0.143	1	"0"	"LYPLA1"
"TPD52L2"	0.00675744711156229	-0.280936076458572	0.12	0.16	1	"0"	"TPD52L2"
"TANGO6"	0.00681784532710563	-1.82308541139271	0.187	0.23	1	"0"	"TANGO6"
"WDR43"	0.00693163118335093	-9.43204766397526	0.136	0.177	1	"0"	"WDR43"
"GPR107"	0.00693204240297579	-10.6760148415468	0.222	0.268	1	"0"	"GPR107"
"PAXBP1"	0.00697066110562228	-4.21007810610494	0.259	0.3	1	"0"	"PAXBP1"
"COX10-AS1"	0.00700567448266272	-4.39247973661205	0.159	0.2	1	"0"	"COX10-AS1"
"PTP4A2"	0.0070159738443563	-2.96901424056572	0.07	0.102	1	"0"	"PTP4A2"
"CEP295"	0.00703261617630042	-0.841838462570205	0.159	0.199	1	"0"	"CEP295"
"ZFC3H1"	0.00709248015942936	-7.24653829522752	0.323	0.365	1	"0"	"ZFC3H1"
"RPN2"	0.00711288375700322	-0.5878042945814	0.086	0.122	1	"0"	"RPN2"
"SON"	0.00714879703685969	-6.07852130904674	0.367	0.403	1	"0"	"SON"
"GPLD1"	0.00715485938799754	-0.729276805158559	0.143	0.184	1	"0"	"GPLD1"
"SDHD"	0.00719120066295625	-0.258071091556666	0.072	0.105	1	"0"	"SDHD"
"RSPRY1"	0.00719718659836189	-0.56593743841314	0.139	0.18	1	"0"	"RSPRY1"
"INTS10"	0.00719744367463565	-0.352718545226131	0.241	0.284	1	"0"	"INTS10"
"PRPF3"	0.00722001996602603	-1.25443415169134	0.223	0.265	1	"0"	"PRPF3"
"LINC00630"	0.00723749201879529	-0.856757549269161	0.075	0.109	1	"0"	"LINC00630"
"AF279873.3"	0.00724681760101185	-11.4468687837147	0.091	0.126	1	"0"	"AF279873.3"
"B4GALT1"	0.00725303517755939	-0.475443466725852	0.075	0.109	1	"0"	"B4GALT1"
"RCAN3"	0.00729695141850545	-1.03398377297565	0.123	0.162	1	"0"	"RCAN3"
"GRB2"	0.00730796146538782	-6.38761039511974	0.19	0.234	1	"0"	"GRB2"
"PDE9A"	0.00731564957788555	-16.3312403108097	0.206	0.248	1	"0"	"PDE9A"
"PSMC2"	0.00734486546215879	-0.609364100208991	0.068	0.101	1	"0"	"PSMC2"
"PTCD3"	0.00735470287572956	-0.401601094821556	0.194	0.24	1	"0"	"PTCD3"
"KCNQ1OT1"	0.00739196374384781	-19.9214013996917	0.378	0.406	1	"0"	"KCNQ1OT1"
"DTWD1"	0.00740212755181568	-1.26176291291658	0.128	0.166	1	"0"	"DTWD1"
"RRAS2"	0.00744780135338221	-2.02698007605807	0.109	0.146	1	"0"	"RRAS2"
"FOXK1"	0.0075842124301138	-0.775213147785575	0.123	0.161	1	"0"	"FOXK1"
"VPS13D"	0.00760485592743055	-4.51186109964682	0.429	0.461	1	"0"	"VPS13D"
"RASAL2"	0.00761673698633568	-26.149508252141	0.101	0.137	1	"0"	"RASAL2"
"APBB1"	0.00768260198896031	-0.391189345056877	0.214	0.26	1	"0"	"APBB1"
"LRIG2"	0.00768800859423916	-1.02498896399212	0.141	0.182	1	"0"	"LRIG2"
"PHF12"	0.0076951731564508	-0.428460604351966	0.139	0.179	1	"0"	"PHF12"
"ACADSB"	0.00771247037447084	-0.329071420004324	0.148	0.189	1	"0"	"ACADSB"
"UTP23"	0.00776992421478712	-2.95949621426453	0.125	0.163	1	"0"	"UTP23"
"ZFY"	0.00777227332183273	-2.43460651263384	0.099	0.135	1	"0"	"ZFY"
"AL645568.1"	0.00785039870447153	-0.473273257673359	0.161	0.203	1	"0"	"AL645568.1"
"TTC1"	0.00785089839021594	-0.362727871531426	0.157	0.199	1	"0"	"TTC1"
"CEP120"	0.00786376270637055	-0.852629731098312	0.117	0.157	1	"0"	"CEP120"
"ZNF782"	0.0079021273078948	-0.570602800006711	0.18	0.224	1	"0"	"ZNF782"
"PLA2R1"	0.00790576716946709	-7.16944671216924	0.29	0.326	1	"0"	"PLA2R1"
"UBE2O"	0.0079399618514459	-1.15272108653507	0.217	0.26	1	"0"	"UBE2O"
"EPB41L3"	0.00795626758473435	-3.90476862302394	0.399	0.429	1	"0"	"EPB41L3"
"GDPD1"	0.00795987896447108	-1.4563401968005	0.181	0.223	1	"0"	"GDPD1"
"PAAF1"	0.00801025872486381	-0.314452808009201	0.123	0.162	1	"0"	"PAAF1"
"TMEM39A"	0.00805073693106952	-3.00125074393999	0.068	0.1	1	"0"	"TMEM39A"
"GDPD5"	0.00808614718813955	-0.281419358838661	0.091	0.128	1	"0"	"GDPD5"
"ANKRD36B"	0.00808660272119257	-0.904310673873221	0.277	0.326	1	"0"	"ANKRD36B"
"PDCD6"	0.00814658792837473	-0.337119514520622	0.129	0.168	1	"0"	"PDCD6"
"FAM102A"	0.00815438169186394	-0.251345936885573	0.081	0.115	1	"0"	"FAM102A"
"TLE5"	0.00816195032936136	-0.413935844382134	0.204	0.249	1	"0"	"TLE5"
"SLC26A2"	0.00818149511773105	-0.533132575285773	0.087	0.122	1	"0"	"SLC26A2"
"ZSCAN30"	0.00819664815110093	-0.389474698188608	0.109	0.145	1	"0"	"ZSCAN30"
"POLB"	0.00821988442592215	-1.73054400263115	0.409	0.436	1	"0"	"POLB"
"GRIPAP1"	0.00835623543053656	-0.251107408820525	0.158	0.202	1	"0"	"GRIPAP1"
"CYLD"	0.00838539378417519	-5.30277734249801	0.139	0.179	1	"0"	"CYLD"
"EDC3"	0.00839039702698293	-0.282236175036015	0.068	0.1	1	"0"	"EDC3"
"ARPC1A"	0.00844006534146368	-0.288167874371825	0.114	0.153	1	"0"	"ARPC1A"
"SLC12A6"	0.008445997141613	-2.61565818937538	0.18	0.222	1	"0"	"SLC12A6"
"ATG2B"	0.00845485540059227	-0.429793347819609	0.338	0.378	1	"0"	"ATG2B"
"AC098829.1"	0.00846385014953984	-60.8324974120444	0.07	0.102	1	"0"	"AC098829.1"
"GLCE"	0.0085508294302638	-25.5875173848347	0.657	0.633	1	"0"	"GLCE"
"WIPF2"	0.00861088437607187	-1.44404667082458	0.17	0.209	1	"0"	"WIPF2"
"MAP7"	0.00861663653614208	-10.7580803969878	0.641	0.624	1	"0"	"MAP7"
"CDKL3"	0.00873073725458736	-4.18568127295039	0.109	0.145	1	"0"	"CDKL3"
"ZBTB11"	0.00876171284473075	-0.479827455014455	0.117	0.155	1	"0"	"ZBTB11"
"DCUN1D2"	0.00880305659474756	-5.42455587572864	0.213	0.259	1	"0"	"DCUN1D2"
"SLC38A6"	0.00882596416028983	-0.727366856941563	0.119	0.156	1	"0"	"SLC38A6"
"KRCC1"	0.00882810346747189	-0.462735384521811	0.081	0.115	1	"0"	"KRCC1"
"NR6A1"	0.00886294544054592	-8.62440349340039	0.106	0.141	1	"0"	"NR6A1"
"AC009899.1"	0.008877432287518	-5.94113859627694	0.116	0.152	1	"0"	"AC009899.1"
"TMEM87A"	0.00888213760882473	-1.42095555985256	0.167	0.208	1	"0"	"TMEM87A"
"ABLIM3"	0.00891231439436138	-10.2125678703842	0.404	0.424	1	"0"	"ABLIM3"
"ME3"	0.00892203209771478	-4.05235594115907	0.155	0.195	1	"0"	"ME3"
"ROCK2"	0.00895061332473309	-6.04481462490318	0.452	0.49	1	"0"	"ROCK2"
"SUCO"	0.00898296783373667	-0.401807038850162	0.091	0.127	1	"0"	"SUCO"
"NAA16"	0.00898401069532807	-3.76338285648103	0.262	0.301	1	"0"	"NAA16"
"GTF2A1"	0.00898517074783932	-0.66934585462733	0.096	0.131	1	"0"	"GTF2A1"
"RPS6KA5"	0.00901409877345876	-18.7610481006221	0.626	0.613	1	"0"	"RPS6KA5"
"TRAP1"	0.00902754844782482	-0.428312523334024	0.116	0.155	1	"0"	"TRAP1"
"ATL2"	0.00915237037054826	-3.23105954553208	0.174	0.213	1	"0"	"ATL2"
"BDH1"	0.00916759249825043	-1.39732128346299	0.326	0.362	1	"0"	"BDH1"
"INPP5A"	0.00923728949003212	-3.71008576231265	0.217	0.262	1	"0"	"INPP5A"
"MIA3"	0.00924729287356967	-1.09948800736958	0.152	0.192	1	"0"	"MIA3"
"AP1M1"	0.00925018636860383	-0.330585751981856	0.09	0.125	1	"0"	"AP1M1"
"IVNS1ABP"	0.00935389379423896	-1.13101956482859	0.09	0.124	1	"0"	"IVNS1ABP"
"RBM28"	0.00936638037570834	-0.384448634880865	0.133	0.173	1	"0"	"RBM28"
"RAB30-DT"	0.0094188553050206	-1.77059242768462	0.148	0.186	1	"0"	"RAB30-DT"
"EIF3A"	0.00943544845762553	-0.683209096069976	0.196	0.237	1	"0"	"EIF3A"
"RBFOX1"	0.00948220162471937	-225.690807082494	0.968	0.878	1	"0"	"RBFOX1"
"NFASC"	0.00952001856418186	-6.5787620765448	0.354	0.387	1	"0"	"NFASC"
"OTUD7A"	0.00957034241212056	-17.4004858799309	0.63	0.617	1	"0"	"OTUD7A"
"PLCXD1"	0.00957174370314289	-0.263001163908729	0.103	0.14	1	"0"	"PLCXD1"
"HS6ST1"	0.00959947661356356	-0.722092979668053	0.13	0.169	1	"0"	"HS6ST1"
"PLXNA2"	0.00961873929104597	-10.2842217996861	0.417	0.439	1	"0"	"PLXNA2"
"GSR"	0.00965305911123804	-0.700060900399592	0.172	0.215	1	"0"	"GSR"
"FAM53B"	0.00967578990697543	-0.726991491054584	0.217	0.256	1	"0"	"FAM53B"
"GTF3C1"	0.00970693012543195	-0.737609865096547	0.188	0.229	1	"0"	"GTF3C1"
"LHFPL4"	0.00976298164299443	-1.28696029896477	0.277	0.314	1	"0"	"LHFPL4"
"RAB27A"	0.00978410795780065	-1.03489868618747	0.101	0.138	1	"0"	"RAB27A"
"KPNA6"	0.00980355976962309	-0.292352465489803	0.204	0.254	1	"0"	"KPNA6"
"COL27A1"	0.00984578777284158	-2.70433741066834	0.454	0.474	1	"0"	"COL27A1"
"SEZ6L"	0.00984753839729809	-58.8050242944281	0.284	0.318	1	"0"	"SEZ6L"
"AATF"	0.00985850280713203	-0.445278371777448	0.112	0.149	1	"0"	"AATF"
"POM121C"	0.0098882206511979	-0.429202974878341	0.164	0.204	1	"0"	"POM121C"
"INPP4A"	0.00993277804862372	-6.35644520644174	0.565	0.558	1	"0"	"INPP4A"
"SLC9A8"	0.0099839626948614	-0.305101624040673	0.123	0.162	1	"0"	"SLC9A8"
"DNAJC5"	0.00998760735882855	-0.643463809828629	0.233	0.278	1	"0"	"DNAJC5"
"MT-CO3.1"	7.13142391113804e-50	-27.7785368318874	0.127	0.415	2.61017246571563e-45	"1"	"MT-CO3"
"ZNF385D"	1.74521526620107e-44	-16.6903516677834	0.873	0.772	6.38766239582254e-40	"1"	"ZNF385D"
"RIT2.1"	1.10815753472456e-43	22.1230267329893	0.751	0.571	4.05596739284535e-39	"1"	"RIT2"
"KCNIP4.1"	1.27347377470976e-43	-285.008850133299	0.953	0.876	4.66104136281519e-39	"1"	"KCNIP4"
"CDH18.1"	1.73583223714226e-43	29.764304236934	0.899	0.787	6.3533195711644e-39	"1"	"CDH18"
"MT-CO2.1"	5.70035822069632e-43	-26.4828703865799	0.133	0.394	2.08638811235706e-38	"1"	"MT-CO2"
"MT-ND1.1"	1.14543397737551e-41	-12.6696361467639	0.099	0.357	4.19240290059211e-37	"1"	"MT-ND1"
"MT-ND3.1"	1.69877053023278e-41	-18.9582264115212	0.092	0.346	6.21767001770499e-37	"1"	"MT-ND3"
"RBFOX1.1"	4.88477972529910e-41	-65.7156324218599	0.968	0.878	1.78787822725672e-36	"1"	"RBFOX1"
"FSTL5.1"	5.0129748264988e-41	-36.8653032627517	0.865	0.745	1.83479891624683e-36	"1"	"FSTL5"
"ZFPM2.1"	1.19463346728936e-40	-28.2091571126776	0.846	0.71	4.37247795362579e-36	"1"	"ZFPM2"
"MT-CYB.1"	2.61138055940137e-40	-10.1396722194259	0.085	0.334	9.55791398546496e-36	"1"	"MT-CYB"
"ABLIM1"	9.03666526767687e-40	13.6324804999874	0.882	0.749	3.30750985462241e-35	"1"	"ABLIM1"
"CALN1"	1.126263199376e-39	2.53150880921346	0.942	0.833	4.12223593603609e-35	"1"	"CALN1"
"CADPS2.1"	1.58259442197259e-39	22.2872898359651	0.851	0.74	5.79245384386187e-35	"1"	"CADPS2"
"RIMS1.1"	2.97315297550502e-39	-19.3711375714426	0.867	0.757	1.08820372056459e-34	"1"	"RIMS1"
"MT-ATP6.1"	1.1103780198224e-38	-12.7052533277901	0.123	0.364	4.06409459035198e-34	"1"	"MT-ATP6"
"MT-ND4.1"	2.848578674433e-38	-16.016572637889	0.118	0.357	1.04260828062922e-33	"1"	"MT-ND4"
"SYNPR"	4.50205294284176e-38	10.7431475875826	0.746	0.547	1.64779639760951e-33	"1"	"SYNPR"
"MT-ND2.1"	8.96203334039232e-38	-10.4358239343031	0.086	0.325	3.28019382291699e-33	"1"	"MT-ND2"
"ATP8A2"	1.39088603114654e-37	-4.59350826454429	0.825	0.67	5.09078196259946e-33	"1"	"ATP8A2"
"TIAM1.1"	1.46245659153753e-37	-10.7051220873639	0.949	0.837	5.35273737068652e-33	"1"	"TIAM1"
"UNC13C"	2.24503851690601e-37	23.7174125052451	0.849	0.734	8.21706547572768e-33	"1"	"UNC13C"
"EPB41"	4.71126707968200e-37	-6.52979047356855	0.868	0.741	1.72437086383441e-32	"1"	"EPB41"
"GRIK2.1"	7.19677974247552e-37	-5.13570056304124	0.848	0.785	2.63409335354347e-32	"1"	"GRIK2"
"ERC1.1"	1.35916328942744e-36	-67.1618245804902	0.863	0.753	4.97467355563338e-32	"1"	"ERC1"
"CAMK4.1"	2.58307987607327e-36	13.577035915206	0.82	0.703	9.45433065441578e-32	"1"	"CAMK4"
"CADM2.1"	4.22065867276232e-36	17.9556143055825	0.864	0.801	1.54480328081774e-31	"1"	"CADM2"
"RALYL.1"	7.32550526595897e-36	-67.1617210295708	0.835	0.764	2.68120818239364e-31	"1"	"RALYL"
"KCND2.1"	1.29729399291379e-35	-25.5068613477215	0.89	0.787	4.74822574346375e-31	"1"	"KCND2"
"GRM1.1"	1.66960715089822e-35	-8.01085276093207	0.678	0.474	6.11092913300259e-31	"1"	"GRM1"
"CNTN1.1"	2.13275692792318e-35	-18.0152476679607	0.785	0.66	7.80610363189164e-31	"1"	"CNTN1"
"ANKS1B.1"	2.58277532696918e-35	15.0703995202563	0.885	0.818	9.4532159742399e-31	"1"	"ANKS1B"
"RYR2"	3.97725999921211e-35	-26.1634780296188	0.849	0.719	1.45571693231163e-30	"1"	"RYR2"
"NRXN3.1"	4.48581293093147e-35	-29.6518280583068	0.892	0.817	1.64185239085023e-30	"1"	"NRXN3"
"RUNX1T1"	6.65974731503842e-35	-12.1217105122843	0.732	0.561	2.43753411477721e-30	"1"	"RUNX1T1"
"CA10"	8.22188351942119e-35	-6.12586163921682	0.838	0.721	3.00929158694335e-30	"1"	"CA10"
"RGS7"	1.94662184387536e-34	20.8424699652066	0.858	0.722	7.1248306107682e-30	"1"	"RGS7"
"AC073225.1.1"	3.42587619277992e-34	-6.46829362333724	0.728	0.575	1.25390494531938e-29	"1"	"AC073225.1"
"KCNJ3.1"	3.6135403198472e-34	-7.68606767672242	0.721	0.537	1.32259189246728e-29	"1"	"KCNJ3"
"PDE1A.1"	3.96140240999772e-34	17.8559136617085	0.825	0.686	1.44991289608327e-29	"1"	"PDE1A"
"RIMS2.1"	5.51282604515229e-34	2.71270641321584	0.839	0.728	2.01774946078619e-29	"1"	"RIMS2"
"SCN2A.1"	1.36783785427209e-33	6.85534953931157	0.808	0.655	5.00642333042127e-29	"1"	"SCN2A"
"ZNF385B.1"	1.86805033125818e-33	-20.9880079336747	0.721	0.538	6.83725101743805e-29	"1"	"ZNF385B"
"SYT1.1"	1.89504473016137e-33	-41.1930258198361	0.81	0.699	6.93605321686365e-29	"1"	"SYT1"
"JMJD1C.1"	3.04616166640059e-33	-6.5673039116863	0.918	0.851	1.11492563151928e-28	"1"	"JMJD1C"
"CNTNAP2.1"	3.37525890950591e-33	-62.8338151983949	0.743	0.591	1.23537851346826e-28	"1"	"CNTNAP2"
"GABRB2.1"	4.84484829027192e-33	-2.42035335838998	0.689	0.521	1.77326292272243e-28	"1"	"GABRB2"
"MAP7.1"	4.92122035422428e-33	1.80345846704737	0.753	0.598	1.80121586184963e-28	"1"	"MAP7"
"MCU.1"	6.57883171844135e-33	1.54538805178903	0.718	0.545	2.40791819726672e-28	"1"	"MCU"
"NEGR1.1"	9.02591151182438e-33	-9.01230658560215	0.817	0.697	3.30357387244284e-28	"1"	"NEGR1"
"ANK3"	1.33392600892686e-32	16.3328824268455	0.854	0.737	4.8823025852732e-28	"1"	"ANK3"
"CACNA1A"	1.98011743943621e-32	10.6806379131661	0.927	0.83	7.24742784008048e-28	"1"	"CACNA1A"
"FGF14.1"	3.06335412505721e-32	-85.917000146769	0.912	0.862	1.12121824331219e-27	"1"	"FGF14"
"SLIT3"	4.94197364230742e-32	5.96361954065236	0.794	0.593	1.80881177282094e-27	"1"	"SLIT3"
"SYNE1"	5.11509994368263e-32	-0.997479176050845	0.896	0.803	1.87217773038728e-27	"1"	"SYNE1"
"GLCE.1"	7.6432721068257e-32	1.09692838561518	0.754	0.61	2.79751402381928e-27	"1"	"GLCE"
"GALNT17"	1.22861244090974e-31	-25.0900514142761	0.912	0.751	4.49684439497375e-27	"1"	"GALNT17"
"TRPM3.1"	1.53254469661715e-31	-93.535884523913	0.822	0.676	5.60926684408841e-27	"1"	"TRPM3"
"DLGAP1.1"	1.59596766914042e-31	-87.8115707486145	0.877	0.742	5.84140126582084e-27	"1"	"DLGAP1"
"RELN"	1.68218587930176e-31	-121.980494856457	0.827	0.726	6.15696853683239e-27	"1"	"RELN"
"TENM1.1"	2.98488637060091e-31	-13.3552074847244	0.759	0.613	1.09249826050364e-26	"1"	"TENM1"
"HECTD4.1"	3.2131694052386e-31	-0.313249928190075	0.855	0.739	1.17605213401138e-26	"1"	"HECTD4"
"TRMT9B"	3.83915867233556e-31	20.6613743778294	0.757	0.605	1.40517046566154e-26	"1"	"TRMT9B"
"NRXN1.1"	6.02662355843816e-31	-38.3079982816139	0.893	0.851	2.20580448862395e-26	"1"	"NRXN1"
"LRCH1.1"	6.90950913387950e-31	1.0794331255201	0.708	0.547	2.52894943809123e-26	"1"	"LRCH1"
"CNKSR2"	1.24951086933774e-30	-17.605843071795	0.773	0.638	4.57333473286305e-26	"1"	"CNKSR2"
"LIN7A.1"	5.33601488653733e-30	0.784162558570142	0.436	0.237	1.95303480862153e-25	"1"	"LIN7A"
"IL16"	5.37532117976832e-30	3.08121718157991	0.696	0.506	1.967421305007e-25	"1"	"IL16"
"KAZN"	8.87045341993008e-30	-127.228626290109	0.912	0.783	3.24667465622861e-25	"1"	"KAZN"
"DYNC1I1"	1.06376487134323e-29	4.03717319475971	0.746	0.611	3.89348580560334e-25	"1"	"DYNC1I1"
"CLIP1"	1.67935882147162e-29	3.1997426339906	0.822	0.689	6.14662122246828e-25	"1"	"CLIP1"
"AC007614.1"	1.71889778150126e-29	3.8439349045572	0.658	0.465	6.29133777007278e-25	"1"	"AC007614.1"
"ETV1.1"	2.45151118895945e-29	9.82045027178316	0.621	0.427	8.97277610271050e-25	"1"	"ETV1"
"STXBP5L"	3.34213539387139e-29	-8.01155356033308	0.887	0.791	1.22325497551087e-24	"1"	"STXBP5L"
"FAT2"	3.40773433934088e-29	0.965426472145833	0.719	0.544	1.24726484554215e-24	"1"	"FAT2"
"FNBP1"	4.20513906493288e-29	-5.85270420182289	0.886	0.764	1.53912294915608e-24	"1"	"FNBP1"
"LHFPL6.1"	6.16001289729394e-29	-11.0718354971464	0.734	0.58	2.25462632053856e-24	"1"	"LHFPL6"
"SNHG14"	7.27102496833239e-29	-52.7348832728937	0.918	0.86	2.66126784865934e-24	"1"	"SNHG14"
"ARFGEF3.1"	9.26305447433578e-29	-1.71153095927945	0.719	0.578	3.39037056815164e-24	"1"	"ARFGEF3"
"SEL1L3.1"	1.02444346229563e-28	1.18726430787381	0.692	0.503	3.74956551634823e-24	"1"	"SEL1L3"
"NKAIN2.1"	1.35767302729034e-28	15.0717182011518	0.762	0.609	4.96921904718537e-24	"1"	"NKAIN2"
"ERBB4"	1.48154635124246e-28	-415.834566561069	0.674	0.519	5.42260780018255e-24	"1"	"ERBB4"
"TMEM178A.1"	1.6633776841039e-28	0.307577479764747	0.649	0.459	6.08812866158867e-24	"1"	"TMEM178A"
"SHROOM3"	2.26014490975880e-28	-3.28699929673682	0.563	0.346	8.27235638420817e-24	"1"	"SHROOM3"
"MYRIP"	2.82535434868914e-28	-0.281110376283351	0.763	0.613	1.03410794516371e-23	"1"	"MYRIP"
