"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"RPS3.1"	0.0071818746756736	0.808878004808903	0.185	0.136	1	"3"	"RPS3"
"USP22.2"	0.0072173320781564	-14.7608682830803	0.377	0.305	1	"3"	"USP22"
"ZCWPW2.1"	0.00724038622660441	0.276099919717305	0.147	0.103	1	"3"	"ZCWPW2"
"BMERB1.1"	0.00734681126198465	-2.7265801162418	0.441	0.386	1	"3"	"BMERB1"
"LINC00630.1"	0.00735773495508783	0.445228497031733	0.161	0.115	1	"3"	"LINC00630"
"ATR.2"	0.00737555850095435	-4.16352790662635	0.379	0.323	1	"3"	"ATR"
"STRIP1.1"	0.00742146786699872	0.337359706696262	0.168	0.122	1	"3"	"STRIP1"
"EIF3J.1"	0.00745234484829251	0.279517976184307	0.175	0.128	1	"3"	"EIF3J"
"GTF3C2.2"	0.00748228140221123	0.268865785901709	0.249	0.194	1	"3"	"GTF3C2"
"TRDMT1.1"	0.00750897541622925	0.345007299342925	0.171	0.126	1	"3"	"TRDMT1"
"CALCOCO2.2"	0.00751392859207339	0.744626278025474	0.142	0.099	1	"3"	"CALCOCO2"
"PLA2G4C.1"	0.00764722158143663	-1.62826911788262	0.209	0.157	1	"3"	"PLA2G4C"
"PIP4K2A.3"	0.00765983008012083	-22.63100508797	0.09	0.135	1	"3"	"PIP4K2A"
"AL357054.2"	0.00770051581488232	0.830247085491896	0.123	0.083	1	"3"	"AL357054.2"
"PITPNC1.1"	0.00770779926325727	-40.6776949787697	0.412	0.353	1	"3"	"PITPNC1"
"SEC23B.1"	0.00771780053551039	0.330456010421978	0.175	0.129	1	"3"	"SEC23B"
"RMND5B"	0.00777032316511642	0.288464454958152	0.185	0.135	1	"3"	"RMND5B"
"CHL1.1"	0.00788901339747868	-44.6575729671801	0.178	0.13	1	"3"	"CHL1"
"DARS.2"	0.00795437354577616	-0.4685324127127	0.182	0.135	1	"3"	"DARS"
"ADAMTSL3"	0.00799519059595625	-7.22836191312289	0.154	0.112	1	"3"	"ADAMTSL3"
"PKIG.1"	0.00800974303975095	0.457256573342651	0.154	0.112	1	"3"	"PKIG"
"PLEKHA1.1"	0.00802516834758028	0.646944086880083	0.201	0.152	1	"3"	"PLEKHA1"
"ZNF484"	0.00807223891748292	0.286304867071704	0.182	0.137	1	"3"	"ZNF484"
"KDM5C.2"	0.00809327319125077	-0.828703298909913	0.192	0.144	1	"3"	"KDM5C"
"SFXN5.1"	0.00814164099955413	-30.9885223756146	0.246	0.189	1	"3"	"SFXN5"
"ZC3H6.1"	0.00819175211209513	-3.48117160022513	0.227	0.178	1	"3"	"ZC3H6"
"UBOX5"	0.00819278246268453	0.293981680049702	0.154	0.111	1	"3"	"UBOX5"
"IGBP1.1"	0.00819350082987352	0.324595134382267	0.13	0.091	1	"3"	"IGBP1"
"RPGRIP1L.1"	0.00827946532795578	0.590800053188314	0.123	0.085	1	"3"	"RPGRIP1L"
"GOPC.1"	0.0083232498425865	-0.79555652035493	0.206	0.155	1	"3"	"GOPC"
"KDM4B.2"	0.00836580368200126	-0.36524271587071	0.536	0.481	1	"3"	"KDM4B"
"TOPBP1.2"	0.00862868662013953	-0.449646587642993	0.227	0.174	1	"3"	"TOPBP1"
"KCTD7"	0.00864885549133215	0.269051837794151	0.104	0.069	1	"3"	"KCTD7"
"IFNAR2.2"	0.00867957711967833	-0.694484698167465	0.185	0.137	1	"3"	"IFNAR2"
"POMP"	0.00870873094261424	0.269483306067068	0.102	0.067	1	"3"	"POMP"
"GDPD1.2"	0.00872514323990251	-0.718132865477021	0.299	0.244	1	"3"	"GDPD1"
"MARCH1.2"	0.00874989618321569	-117.132515048832	0.308	0.246	1	"3"	"MARCH1"
"TCP1.1"	0.00878225323731544	-0.883910803177833	0.126	0.086	1	"3"	"TCP1"
"CTNND1.2"	0.00896777143258132	-8.74365310280323	0.408	0.341	1	"3"	"CTNND1"
"EFCAB11"	0.00903705776775839	-4.87608548583388	0.114	0.079	1	"3"	"EFCAB11"
"IVNS1ABP.3"	0.0090618976303634	-0.770552049660429	0.182	0.133	1	"3"	"IVNS1ABP"
"TOR1AIP1.1"	0.00911225698817306	0.323599170740686	0.156	0.113	1	"3"	"TOR1AIP1"
"ALDH1A2"	0.00917226367741484	-5.56659599401904	0.166	0.125	1	"3"	"ALDH1A2"
"SPECC1.1"	0.00930666401049038	-7.46420994561399	0.358	0.299	1	"3"	"SPECC1"
"UBE3D.1"	0.0093620312805185	-1.33621923681745	0.225	0.182	1	"3"	"UBE3D"
"SFT2D1"	0.00941899610164192	0.314776240089744	0.107	0.071	1	"3"	"SFT2D1"
"TDP1"	0.00946901986751324	0.36794030035983	0.104	0.07	1	"3"	"TDP1"
"BACH2.2"	0.00957753379790999	-27.2701372324886	0.227	0.178	1	"3"	"BACH2"
"BBS2.2"	0.00958455689500969	-1.70750069384564	0.246	0.191	1	"3"	"BBS2"
"SAP130.1"	0.00959519431134925	2.27826836892179	0.22	0.172	1	"3"	"SAP130"
"CPLX2.2"	0.00966704266953784	7.03066824506306	0.277	0.223	1	"3"	"CPLX2"
"SENP2.1"	0.00971259625338869	-2.1844623198457	0.289	0.238	1	"3"	"SENP2"
"CCDC88B"	0.00985230587802768	0.274947486446151	0.223	0.174	1	"3"	"CCDC88B"
"KCTD1.1"	0.00994696312478601	-6.46223761430255	0.178	0.132	1	"3"	"KCTD1"
"CKAP2"	0.00998197063171054	0.821380544120159	0.18	0.135	1	"3"	"CKAP2"
"CHSY1.3"	0.00999559484990414	-9.07365003819957	0.192	0.143	1	"3"	"CHSY1"
"CSMD3.2"	1.17335717300908e-77	-2.84783419872784	0.511	0.126	4.29460458893055e-73	"4"	"CSMD3"
"EPHA6.2"	1.12585926600391e-61	44.74840318953	0.583	0.202	4.12075749950093e-57	"4"	"EPHA6"
"SCN1A.2"	3.06341997505208e-58	-7.04117858402005	0.391	0.089	1.12124234506881e-53	"4"	"SCN1A"
"NRG1.3"	3.21412902057317e-58	2.88667426229601	0.866	0.465	1.17640336281999e-53	"4"	"NRG1"
"DANT2.2"	7.45648531251742e-54	5.69899359801075	0.431	0.124	2.7291481892345e-49	"4"	"DANT2"
"C8orf34.2"	5.30485966011258e-49	3.09749871462871	0.471	0.153	1.9416316841978e-44	"4"	"C8orf34"
"ERVMER61-1.1"	1.35561529044829e-46	-14.5825431670852	0.491	0.169	4.96168752456980e-42	"4"	"ERVMER61-1"
"PHACTR1.1"	1.54860768176219e-40	-1.01746187941114	0.663	0.331	5.66805897601778e-36	"4"	"PHACTR1"
"LRRC4C.3"	8.42041315958065e-39	-44.6960127981273	0.854	0.568	3.08195542053811e-34	"4"	"LRRC4C"
"AC007563.2.3"	3.23707667095982e-32	-26.1489689920051	0.377	0.133	1.184802432338e-27	"4"	"AC007563.2"
"AC093765.3.2"	3.83815315041469e-32	-23.4672362850732	0.54	0.253	1.40480243458328e-27	"4"	"AC093765.3"
"SNHG14.4"	1.04510842146954e-31	-35.9699239204651	0.991	0.951	3.82520133342065e-27	"4"	"SNHG14"
"SNTG1.2"	2.66617061139257e-31	-165.636380302113	0.323	0.102	9.75845105475794e-27	"4"	"SNTG1"
"PTPRO.2"	4.62837113922735e-30	4.33753831037761	0.306	0.097	1.6940301206686e-25	"4"	"PTPRO"
"PATJ.3"	9.83670354501255e-29	-14.2150572444953	0.949	0.791	3.60033186451004e-24	"4"	"PATJ"
"ERBB4.4"	1.32921061025354e-28	-445.737748675883	0.354	0.662	4.86504375458897e-24	"4"	"ERBB4"
"PLEKHD1.2"	3.36766099880714e-28	-3.46206133709721	0.366	0.133	1.2325976021734e-23	"4"	"PLEKHD1"
"IGF2BP2.1"	5.61603681369274e-28	-5.6013901191452	0.317	0.107	2.05552563417968e-23	"4"	"IGF2BP2"
"KAZN.2"	3.80517674944532e-27	-102.403810936656	0.994	0.887	1.39273274206448e-22	"4"	"KAZN"
"STXBP5L.3"	1.64042870290875e-26	13.0119398848482	0.991	0.9	6.00413309551633e-22	"4"	"STXBP5L"
"FAM153CP.4"	3.19520349716711e-26	4.88853906826191	0.823	0.59	1.16947643199814e-21	"4"	"FAM153CP"
"UST.1"	1.71754286695023e-25	-12.664979569763	0.36	0.136	6.28637864732453e-21	"4"	"UST"
"TRIM9.2"	1.88894709357341e-24	-9.56444793477615	0.923	0.764	6.91373525718805e-20	"4"	"TRIM9"
"ABLIM1.3"	2.25755884490524e-24	11.1173718135965	0.98	0.865	8.26289112823767e-20	"4"	"ABLIM1"
"RBFOX1.4"	5.45596900376769e-24	-62.0083532968266	1	0.926	1.99693921506901e-19	"4"	"RBFOX1"
"ST6GALNAC5"	6.90431877311579e-24	5.28671939170858	0.18	0.044	2.52704971414811e-19	"4"	"ST6GALNAC5"
"MTUS2.2"	1.93575881535507e-23	9.87855760999464	0.697	0.445	7.08507084008107e-19	"4"	"MTUS2"
"GALNTL6.1"	3.67125974491037e-23	-14.3981011552035	0.217	0.064	1.34371777923464e-18	"4"	"GALNTL6"
"ADAM22.2"	1.33988401855784e-21	6.20564759896701	0.903	0.731	4.90410949632356e-17	"4"	"ADAM22"
"KCNIP4.3"	1.34372093004205e-21	-174.538566486167	0.994	0.926	4.9181529760469e-17	"4"	"KCNIP4"
"MT-ND4.4"	5.68102024620425e-21	-15.3670482800664	0.086	0.319	2.07931022031322e-16	"4"	"MT-ND4"
"MT-ATP6.4"	1.6518378850707e-20	-12.6850550359627	0.097	0.327	6.04589184314728e-16	"4"	"MT-ATP6"
"ALS2.3"	2.70128533862001e-20	-3.57179059180027	0.823	0.629	9.88697446788311e-16	"4"	"ALS2"
"DPP6.2"	8.71370928514828e-20	37.5361083734222	0.989	0.906	3.18930473545712e-15	"4"	"DPP6"
"MT-CO2.4"	9.14799011506115e-20	-23.0223565765526	0.129	0.355	3.34825586201353e-15	"4"	"MT-CO2"
"TTC39C.1"	1.2426421794599e-19	-7.91354486952682	0.237	0.084	4.54819464104119e-15	"4"	"TTC39C"
"SNAP25.3"	1.66960233473615e-19	-38.9239674809289	0.917	0.754	6.11091150536777e-15	"4"	"SNAP25"
"AHI1.2"	1.81709995479996e-19	-2.3760646390377	0.829	0.633	6.65076754456335e-15	"4"	"AHI1"
"RIMS2.2"	3.06754172968464e-19	1.21097240576418	0.951	0.843	1.12275094848187e-14	"4"	"RIMS2"
"TMEM63C.3"	3.33766010146017e-19	-12.3914284970276	0.914	0.729	1.22161697373544e-14	"4"	"TMEM63C"
"MT-CO3.4"	4.67958245934152e-19	-26.9447698700586	0.146	0.363	1.71277397594359e-14	"4"	"MT-CO3"
"MT-ND2.4"	7.01569211898814e-19	-10.7698226552218	0.08	0.298	2.56781347247085e-14	"4"	"MT-ND2"
"CALN1.4"	8.22956449195264e-19	1.01731120650877	1	0.91	3.01210289969959e-14	"4"	"CALN1"
"MT-ND3.4"	1.84000001903394e-18	-10.1746537201619	0.094	0.308	6.73458406966613e-14	"4"	"MT-ND3"
"CDH18.3"	2.87012802291274e-18	1.47020436518531	0.986	0.874	1.05049555766629e-13	"4"	"CDH18"
"KCNIP1"	2.94976335099459e-18	-8.98624777177757	0.189	0.058	1.07964288409753e-13	"4"	"KCNIP1"
"RAPGEF5.3"	3.91705062791097e-18	-1.57086926686509	0.546	0.308	1.43367970032169e-13	"4"	"RAPGEF5"
"TLL1.3"	5.19863333555366e-18	-6.17198022168103	0.726	0.513	1.90275178714599e-13	"4"	"TLL1"
"COL27A1.3"	5.63619189933424e-18	-5.15925173403095	0.731	0.53	2.06290259707533e-13	"4"	"COL27A1"
"SYNE1.3"	6.46092014700018e-18	5.99785199696393	0.991	0.915	2.36476138300354e-13	"4"	"SYNE1"
"SEL1L3.2"	1.44399552630058e-17	-2.08397701550449	0.811	0.605	5.28516802581275e-13	"4"	"SEL1L3"
"TRMT9B.2"	1.46286620832159e-17	21.7038635568828	0.886	0.714	5.35423660907787e-13	"4"	"TRMT9B"
"TNRC6A.3"	1.58515602162081e-17	-11.4430340599065	0.963	0.862	5.80182955473432e-13	"4"	"TNRC6A"
"UNC13C.2"	4.41685248649033e-17	-18.7334754870122	0.98	0.849	1.61661217858032e-12	"4"	"UNC13C"
"CACNA1A.3"	7.1938743191876e-17	-23.0592298217922	0.991	0.919	2.63302993956585e-12	"4"	"CACNA1A"
"ZNF385B.3"	7.52342858872424e-17	25.9854627807627	0.843	0.645	2.75365009775896e-12	"4"	"ZNF385B"
"TMEM132C.1"	7.64939867734912e-17	-20.7780107696177	0.314	0.138	2.79975640989655e-12	"4"	"TMEM132C"
"KIF26B.2"	7.86165339241037e-17	-4.30009728155336	0.763	0.556	2.87744375815612e-12	"4"	"KIF26B"
"STXBP5.2"	9.95227711295680e-17	8.39996228933725	0.889	0.746	3.64263294611332e-12	"4"	"STXBP5"
"FGF12.3"	1.34477340792477e-16	-13.3150369965151	0.78	0.588	4.92200515034545e-12	"4"	"FGF12"
"MT-CYB.4"	2.25009196466165e-16	-9.46663376980586	0.094	0.29	8.23556159985812e-12	"4"	"MT-CYB"
"MT-ND1.4"	3.15621324361394e-16	-13.4200113844499	0.12	0.316	1.15520560929514e-11	"4"	"MT-ND1"
"CADPS2.3"	4.650279034771e-16	-14.4028206131169	0.98	0.841	1.70204862951653e-11	"4"	"CADPS2"
"DNM3.3"	4.99831740576022e-16	12.8373228501102	0.926	0.792	1.8294341536823e-11	"4"	"DNM3"
"SLIT3.4"	5.99963181576203e-16	-0.963426043391081	0.894	0.712	2.19592524088706e-11	"4"	"SLIT3"
"AC068587.4.2"	6.06525672883716e-16	-21.528050896682	0.56	0.355	2.21994461532169e-11	"4"	"AC068587.4"
"PDE1A.3"	6.15076142085419e-16	-17.101696867433	0.951	0.798	2.25124018764684e-11	"4"	"PDE1A"
"AC073050.1.2"	7.51730942448916e-16	0.555826481806533	0.329	0.155	2.75141042245728e-11	"4"	"AC073050.1"
"PLD5.3"	7.71130465899798e-16	5.641376719508	0.837	0.664	2.82241461823985e-11	"4"	"PLD5"
"SCN2A.4"	9.15030765553889e-16	-2.88539408206664	0.934	0.772	3.34910410500379e-11	"4"	"SCN2A"
"NRG2.2"	1.04437662073662e-15	-5.11010417730008	0.72	0.516	3.82252286955811e-11	"4"	"NRG2"
"PLA2R1.2"	1.74963583385016e-15	1.83046152676312	0.546	0.355	6.40384211547498e-11	"4"	"PLA2R1"
"MTCL1.4"	1.93453531194429e-15	3.04306844694403	0.949	0.796	7.0805926952473e-11	"4"	"MTCL1"
"RYR2.3"	3.343785386155e-15	-33.0039615362338	0.96	0.835	1.22385888918659e-10	"4"	"RYR2"
"DOCK3.2"	3.88896897857769e-15	-4.74150742303058	0.971	0.817	1.42340153584922e-10	"4"	"DOCK3"
"RIMS1.3"	4.11958702638316e-15	-7.18591808950725	0.974	0.864	1.5078100475265e-10	"4"	"RIMS1"
"CSMD2.1"	4.22810138213839e-15	-7.44113460331455	0.343	0.168	1.54752738687647e-10	"4"	"CSMD2"
"DGCR9.3"	8.8182532066102e-15	-9.808312050953	0.897	0.722	3.2275688561514e-10	"4"	"DGCR9"
"SLC12A2.2"	1.46989432621753e-14	4.38043606768219	0.583	0.382	5.37996022338877e-10	"4"	"SLC12A2"
"UNC80.2"	1.50635318049726e-14	-2.80175591758266	0.866	0.725	5.51340327593801e-10	"4"	"UNC80"
"SPOCK1.3"	1.84935035482342e-14	-1.4187304428078	0.94	0.84	6.76880723368919e-10	"4"	"SPOCK1"
"MYO5C.3"	2.23564866320662e-14	-4.03138302504728	0.76	0.591	8.18269767220256e-10	"4"	"MYO5C"
"MYT1L.2"	2.9242901904026e-14	-37.2657181632116	0.897	0.731	1.07031945258925e-09	"4"	"MYT1L"
"RTN1.3"	3.37063292148142e-14	-29.9711379165518	0.769	0.586	1.23368535559141e-09	"4"	"RTN1"
"SRRM3.3"	3.41265104781167e-14	-14.3920566662934	0.903	0.748	1.24906441000955e-09	"4"	"SRRM3"
"AC080132.1.1"	3.61241349275635e-14	4.65717072439149	0.309	0.15	1.32217946248375e-09	"4"	"AC080132.1"
"FSTL5.3"	3.80084976217586e-14	-56.2375731330519	0.966	0.843	1.39114902145399e-09	"4"	"FSTL5"
"TIAM1.3"	3.8321122358593e-14	-21.6129030079669	0.991	0.934	1.40259139944686e-09	"4"	"TIAM1"
"PLCB4.2"	5.18204066546996e-14	-7.06304218773929	0.886	0.747	1.89667870396866e-09	"4"	"PLCB4"
"LHFPL6.3"	5.4097445804645e-14	-1.59860140740103	0.869	0.68	1.98002061389581e-09	"4"	"LHFPL6"
"ZFYVE28.2"	5.74888344528631e-14	-3.68293569819051	0.909	0.75	2.10414882980924e-09	"4"	"ZFYVE28"
"CAMK4.3"	6.01423289285936e-14	-14.388959507065	0.951	0.808	2.20126938111545e-09	"4"	"CAMK4"
"ARHGAP26.3"	6.0413306978239e-14	-5.75372605107562	0.717	0.511	2.21118744871053e-09	"4"	"ARHGAP26"
"MSRA.3"	8.58984910712116e-14	5.98090462847123	0.974	0.879	3.14397067169741e-09	"4"	"MSRA"
"ANKS1B.3"	1.208761650146e-13	-31.5749905284949	0.994	0.918	4.42418851569937e-09	"4"	"ANKS1B"
"SCN3A.2"	1.30634345780931e-13	3.34960176540332	0.411	0.234	4.78134768992784e-09	"4"	"SCN3A"
"GALNT17.2"	1.92568850083738e-13	-29.5852654818644	0.986	0.868	7.0482124819149e-09	"4"	"GALNT17"
"RASGRF1.1"	2.11930956698249e-13	0.256907120170658	0.723	0.519	7.75688494611261e-09	"4"	"RASGRF1"
"CNTN4.3"	2.33547127172146e-13	-7.15071869843016	0.866	0.695	8.54805840162772e-09	"4"	"CNTN4"
"MPP7.2"	2.41266878931496e-13	2.07996649582465	0.389	0.219	8.83060903577168e-09	"4"	"MPP7"
"ANK3.2"	3.12324314970489e-13	-11.526615782652	0.98	0.857	1.14313822522349e-08	"4"	"ANK3"
"DHDDS.4"	5.09193107234908e-13	-2.10117296651348	0.623	0.427	1.86369769179049e-08	"4"	"DHDDS"
"TMEM266.4"	5.63471855194906e-13	1.88871016132879	0.809	0.617	2.06236333719887e-08	"4"	"TMEM266"
"MT-CO1.4"	6.28027896959996e-13	-13.801915149062	0.14	0.321	2.29864490566328e-08	"4"	"MT-CO1"
"ZFPM2.4"	7.77226680662869e-13	-27.3836964107522	0.951	0.819	2.84472737389417e-08	"4"	"ZFPM2"
"KSR2.2"	7.90475048734486e-13	2.28162952714919	0.826	0.689	2.89321772587309e-08	"4"	"KSR2"
"ARHGAP29.2"	8.01341244616313e-13	2.12423115360364	0.534	0.361	2.93298908942017e-08	"4"	"ARHGAP29"
"MTRNR2L12.4"	1.02408887802728e-12	-5.88090060786105	0.029	0.177	3.74826770246766e-08	"4"	"MTRNR2L12"
"MIR31HG"	1.10982946701809e-12	0.607842182028463	0.103	0.027	4.0620868322329e-08	"4"	"MIR31HG"
"MYRIP.1"	1.19101925178086e-12	-4.531092442839	0.88	0.731	4.35924956344314e-08	"4"	"MYRIP"
"SYN2.2"	1.49463147229757e-12	-10.87602893609	0.78	0.614	5.47050065175634e-08	"4"	"SYN2"
"TENM1.3"	1.90104940619422e-12	-14.2071276779978	0.88	0.731	6.95803093161147e-08	"4"	"TENM1"
"PRKCE.3"	2.73446711296793e-12	0.777740784729094	0.823	0.63	1.00084230801739e-07	"4"	"PRKCE"
"TRPM3.3"	3.19405958861537e-12	-49.0240979288814	0.926	0.785	1.16905775002911e-07	"4"	"TRPM3"
"ZHX3.2"	3.41876103031732e-12	-20.8791107117594	0.777	0.588	1.25130072470644e-07	"4"	"ZHX3"
"RALYL.4"	3.50730523439076e-12	-64.8937433525658	0.963	0.862	1.28370878883936e-07	"4"	"RALYL"
"CACNA1C.3"	4.39825892700825e-12	-14.2386058226178	0.831	0.65	1.60980674987429e-07	"4"	"CACNA1C"
"CCDC144A.4"	4.74485389222299e-12	2.64672629335687	0.746	0.581	1.73666397309254e-07	"4"	"CCDC144A"
"NRXN1.3"	4.9150613219525e-12	-63.4510483377148	0.991	0.926	1.79896159444783e-07	"4"	"NRXN1"
"AC073225.1.3"	5.81002088663736e-12	-18.0318524343714	0.877	0.677	2.12652574471814e-07	"4"	"AC073225.1"
"KCNJ3.3"	6.75418034847179e-12	-8.29365680129983	0.829	0.648	2.47209754934416e-07	"4"	"KCNJ3"
"ATP2B2.3"	6.87132105858671e-12	5.43095872748996	0.803	0.652	2.51497222065332e-07	"4"	"ATP2B2"
"GRIA4.4"	7.13803758073426e-12	-87.9769826674205	0.871	0.759	2.61259313492455e-07	"4"	"GRIA4"
"MCU.2"	7.59639772482184e-12	3.25114294627673	0.82	0.653	2.78035753126204e-07	"4"	"MCU"
"ATP8A2.3"	8.34879941625109e-12	-16.7373399284966	0.946	0.781	3.05574407434206e-07	"4"	"ATP8A2"
"AFF3.3"	8.97002114788635e-12	-31.595428810397	0.897	0.758	3.28311744033788e-07	"4"	"AFF3"
"SPTBN4.4"	9.37551916728258e-12	-2.55982528462951	0.889	0.755	3.4315337704171e-07	"4"	"SPTBN4"
"IPCEF1.2"	1.00169766575485e-11	-6.30691735219342	0.271	0.137	3.66631362642932e-07	"4"	"IPCEF1"
"OPCML.3"	1.10264168004362e-11	-48.5718092396324	0.949	0.821	4.03577881312764e-07	"4"	"OPCML"
"RBFOX3.4"	1.25541003736127e-11	-48.9537263742904	0.994	0.898	4.59492627774597e-07	"4"	"RBFOX3"
"ANKRD36.3"	1.28680091247549e-11	-6.75808260134557	0.869	0.744	4.70982001975155e-07	"4"	"ANKRD36"
"CNTNAP4.2"	1.55114239735646e-11	4.56875254721851	0.646	0.471	5.6773362885644e-07	"4"	"CNTNAP4"
"CPLX3"	1.57799845667088e-11	0.801752594191823	0.174	0.071	5.77563215126108e-07	"4"	"CPLX3"
"CADM2.4"	1.68885171799707e-11	-25.9370729350912	0.963	0.892	6.18136617304109e-07	"4"	"CADM2"
"CCDC175.3"	1.71206406570004e-11	-5.96067363118526	0.754	0.567	6.26632568686872e-07	"4"	"CCDC175"
"UNC79.2"	1.71778626881808e-11	1.89452630632113	0.837	0.64	6.28726952250107e-07	"4"	"UNC79"
"MIR124-2HG"	1.97710488174226e-11	0.33893637940307	0.131	0.045	7.23640157766484e-07	"4"	"MIR124-2HG"
"CA10.3"	2.00755793928273e-11	2.90343407297119	0.963	0.839	7.34786281356872e-07	"4"	"CA10"
"RELN.2"	2.16215928831527e-11	-103.846509018159	0.954	0.836	7.91371921116273e-07	"4"	"RELN"
"SKAP2"	2.33004094807571e-11	-3.85861042560383	0.12	0.039	8.52818287405191e-07	"4"	"SKAP2"
"JMJD1C.2"	2.33204512793093e-11	-24.4755340105213	0.991	0.954	8.53551837274e-07	"4"	"JMJD1C"
"EPB41.2"	2.37056330120188e-11	-15.8053641186331	0.966	0.857	8.676498738729e-07	"4"	"EPB41"
"STARD4-AS1.2"	2.48457344303031e-11	11.062369275943	0.62	0.448	9.09378725883523e-07	"4"	"STARD4-AS1"
"CDK6.2"	2.5191475979843e-11	-60.6237664488081	0.026	0.158	9.22033212338233e-07	"4"	"CDK6"
"KCNH1.2"	2.63015867108274e-11	-1.66257536705814	0.76	0.601	9.62664375202995e-07	"4"	"KCNH1"
"MARCH1.3"	2.92157085141905e-11	-130.267673751075	0.117	0.274	1.06932414732788e-06	"4"	"MARCH1"
"PANTR1.3"	3.3683510874704e-11	-10.1939934234796	0.014	0.14	1.23285018152504e-06	"4"	"PANTR1"
"SYT14.2"	3.45180273764905e-11	-10.0388309145944	0.711	0.542	1.26339432000693e-06	"4"	"SYT14"
"AC018730.1.1"	3.75206871628974e-11	-2.96907045719544	0.023	0.153	1.37329467084921e-06	"4"	"AC018730.1"
"VLDLR-AS1.2"	4.19089941953995e-11	1.80042159958639	0.366	0.216	1.53391109654582e-06	"4"	"VLDLR-AS1"
"LIMA1.3"	4.43185187201277e-11	-3.45725467986723	0.874	0.75	1.62210210367539e-06	"4"	"LIMA1"
"PTPRK.3"	6.22986007417586e-11	-89.0113593871186	0.017	0.14	2.28019108574911e-06	"4"	"PTPRK"
"CEP126.3"	8.05881628297942e-11	-4.1155694558038	0.357	0.204	2.9496073477333e-06	"4"	"CEP126"
"PER3.3"	1.14129375903653e-10	5.7739913915471	0.689	0.528	4.17724928744959e-06	"4"	"PER3"
"CSNK1A1.3"	1.14775340895104e-10	-0.442766879850735	0.689	0.541	4.20089225210171e-06	"4"	"CSNK1A1"
"MEG3.3"	1.16713843213363e-10	-15.4353109581219	0.82	0.657	4.27184337545229e-06	"4"	"MEG3"
"RIT2.4"	1.33438345617808e-10	-18.9125805529918	0.829	0.682	4.8839768879574e-06	"4"	"RIT2"
"LINC00599.3"	1.3664463659982e-10	-2.22914548744318	0.791	0.627	5.00133034419002e-06	"4"	"LINC00599"
"ETV1.3"	1.37481358588723e-10	-8.15267258061692	0.706	0.523	5.03195520570586e-06	"4"	"ETV1"
"FAAH2.2"	1.44300259677505e-10	-3.72110104479912	0.314	0.172	5.28153380445635e-06	"4"	"FAAH2"
"ANKRD36C.3"	1.57232755512711e-10	1.08570797843342	0.863	0.72	5.75487608452073e-06	"4"	"ANKRD36C"
"CKMT1B.2"	1.76335241470369e-10	0.464744833946457	0.426	0.266	6.45404617305696e-06	"4"	"CKMT1B"
"SLC4A10.3"	1.80124515502748e-10	-9.32128643930992	0.52	0.355	6.59273739191608e-06	"4"	"SLC4A10"
"CNTN6.2"	1.98129363344743e-10	11.2871870012473	0.526	0.359	7.25173282778093e-06	"4"	"CNTN6"
"AC124852.1"	2.0604026424144e-10	0.370573093420179	0.117	0.04	7.54127971150095e-06	"4"	"AC124852.1"
"KIRREL3.3"	2.15852847912944e-10	-27.2811081893231	0.737	0.58	7.90043008646166e-06	"4"	"KIRREL3"
"CNKSR2.2"	2.45075571942323e-10	-10.0698406257435	0.889	0.759	8.97001100866098e-06	"4"	"CNKSR2"
"PGM5.1"	2.70841928277498e-10	0.70610946713232	0.191	0.086	9.91308541688471e-06	"4"	"PGM5"
"SHANK3.2"	2.73224747841696e-10	-1.45588864705484	0.769	0.608	1.00002989957539e-05	"4"	"SHANK3"
"CDH15.3"	2.74220658310113e-10	0.592865700489853	0.571	0.403	1.00367503148085e-05	"4"	"CDH15"
"AC007614.1.2"	2.75040749609372e-10	-8.92195228538441	0.734	0.568	1.00667664764526e-05	"4"	"AC007614.1"
"ZP2.1"	2.77137062134188e-10	0.374992318583616	0.223	0.107	1.01434936111734e-05	"4"	"ZP2"
"MALAT1.3"	3.07009471607555e-10	-Inf	1	1	1.12368536703081e-05	"4"	"MALAT1"
"DLG1.2"	3.10462776106777e-10	-23.2976441838083	0.806	0.669	1.13632480682842e-05	"4"	"DLG1"
"FGF14.4"	3.19354080139459e-10	-85.0915394478178	0.994	0.937	1.16886786871843e-05	"4"	"FGF14"
"SRRM4.3"	3.25528521061118e-10	-8.56359131379089	0.877	0.707	1.1914669399358e-05	"4"	"SRRM4"
"PTCHD1.2"	3.79530569233479e-10	-5.73780582996353	0.44	0.286	1.38911983645146e-05	"4"	"PTCHD1"
"KLHL3.2"	4.36205752085874e-10	-1.51236924820277	0.689	0.53	1.59655667320951e-05	"4"	"KLHL3"
"RAPGEF4.3"	4.54751154479405e-10	-15.3946200212473	0.611	0.459	1.66443470051007e-05	"4"	"RAPGEF4"
"GCNT1.2"	5.2276094394835e-10	-6.68258885609626	0.389	0.239	1.91335733094535e-05	"4"	"GCNT1"
"INPP4A.3"	5.38007138439061e-10	-2.90791240309965	0.806	0.638	1.96915992740081e-05	"4"	"INPP4A"
"ASPH.3"	5.78835046866529e-10	-1.04408185431974	0.674	0.522	2.11859415503618e-05	"4"	"ASPH"
"CADM1.4"	6.30147392975938e-10	-10.978349522494	0.903	0.812	2.30640247303123e-05	"4"	"CADM1"
